Nom de la commune;Code département;Nom de la région;Population totale;
Sète;34;Occitanie;44271
Istres;13;Provence-Alpes-Côte d'Azur;44248
Mantes-la-Jolie;78;Île-de-France;44231
Alfortville;94;Île-de-France;44136
Saint-Laurent-du-Maroni;973;Guyane;44130
Talence;33;Nouvelle-Aquitaine;44040
Noisy-le-Sec;93;Île-de-France;43693
Caluire-et-Cuire;69;Auvergne-Rhône-Alpes;43546
Bourg-en-Bresse;01;Auvergne-Rhône-Alpes;43454
Castres;81;Occitanie;42923
Garges-lès-Gonesse;95;Île-de-France;42821
La Courneuve;93;Île-de-France;42712
Gap;05;Provence-Alpes-Côte d'Azur;42567
Boulogne-sur-Mer;62;Hauts-de-France;42293
Le Cannet;06;Provence-Alpes-Côte d'Azur;42056
Arras;62;Hauts-de-France;41973
Tarbes;65;Occitanie;41862
Rezé;44;Pays de la Loire;41808
Saint-Germain-en-Laye;78;Île-de-France;41749
Compiègne;60;Hauts-de-France;41660
Bron;69;Auvergne-Rhône-Alpes;41589
Wattrelos;59;Hauts-de-France;41570
Thionville;57;Grand Est;41396
Melun;77;Île-de-France;41183
Alès;30;Occitanie;41129
Draguignan;83;Provence-Alpes-Côte d'Azur;40928
Le Lamentin;972;Martinique;40920
Douai;59;Hauts-de-France;40860
Chartres;28;Centre-Val de Loire;40195
Anglet;64;Nouvelle-Aquitaine;39995
Bagneux;92;Île-de-France;39977
Montélimar;26;Auvergne-Rhône-Alpes;39924
Stains;93;Île-de-France;39776
Marcq-en-Barœul;59;Hauts-de-France;39697
Gagny;93;Île-de-France;39391
Colomiers;31;Occitanie;39200
Saint-Martin-d'Hères;38;Auvergne-Rhône-Alpes;38974
Pontault-Combault;77;Île-de-France;38587
Saint-Benoît;974;La Réunion;38466
Saint-Joseph;974;La Réunion;38167
Joué-lès-Tours;37;Centre-Val de Loire;37974
Villefranche-sur-Saône;69;Auvergne-Rhône-Alpes;37783
Poissy;78;Île-de-France;37524
Montluçon;03;Auvergne-Rhône-Alpes;37417
Châtillon;92;Île-de-France;37132
Villepinte;93;Île-de-France;36809
Auxerre;89;Bourgogne-Franche-Comté;36804
Savigny-sur-Orge;91;Île-de-France;36677
Lyon 4e Arrondissement;69;Auvergne-Rhône-Alpes;36524
Franconville;95;Île-de-France;36349
Thonon-les-Bains;74;Auvergne-Rhône-Alpes;36296
Sainte-Geneviève-des-Bois;91;Île-de-France;36219
Échirolles;38;Auvergne-Rhône-Alpes;36143
Creil;60;Hauts-de-France;36091
Conflans-Sainte-Honorine;78;Île-de-France;36058
Bagnolet;93;Île-de-France;36047
Saint-Chamond;42;Auvergne-Rhône-Alpes;35969
Roanne;42;Auvergne-Rhône-Alpes;35913
Tremblay-en-France;93;Île-de-France;35866
Saint-Raphaël;83;Provence-Alpes-Côte d'Azur;35826
La Ciotat;13;Provence-Alpes-Côte d'Azur;35758
Annemasse;74;Auvergne-Rhône-Alpes;35461
Le Port;974;La Réunion;35141
Haguenau;67;Grand Est;35024
Palaiseau;91;Île-de-France;34954
Neuilly-sur-Marne;93;Île-de-France;34859
Nevers;58;Bourgogne-Franche-Comté;34799
Agen;47;Nouvelle-Aquitaine;34565
Mâcon;71;Bourgogne-Franche-Comté;34448
Vitrolles;13;Provence-Alpes-Côte d'Azur;34301
Saint-Leu;974;La Réunion;34160
Romans-sur-Isère;26;Auvergne-Rhône-Alpes;34095
Athis-Mons;91;Île-de-France;34065
Le Perreux-sur-Marne;94;Île-de-France;34017
Marignane;13;Provence-Alpes-Côte d'Azur;33949
Six-Fours-les-Plages;83;Provence-Alpes-Côte d'Azur;33904
Sainte-Marie;974;La Réunion;33587
Montigny-le-Bretonneux;78;Île-de-France;33535
Épinal;88;Grand Est;33454
Châtenay-Malabry;92;Île-de-France;33413
Meyzieu;69;Auvergne-Rhône-Alpes;33351
Cambrai;59;Hauts-de-France;33349
La Possession;974;La Réunion;33337
Villeneuve-Saint-Georges;94;Île-de-France;33135
Villenave-d'Ornon;33;Nouvelle-Aquitaine;33091
Trappes;78;Île-de-France;32931
Châtellerault;86;Nouvelle-Aquitaine;32887
Les Mureaux;78;Île-de-France;32777
Matoury;973;Guyane;32768
Nogent-sur-Marne;94;Île-de-France;32195
Plaisir;78;Île-de-France;32128
Houilles;78;Île-de-France;32064
Schiltigheim;67;Grand Est;32024
Pontoise;95;Île-de-France;31880
Chatou;78;Île-de-France;31653
Saint-Médard-en-Jalles;33;Nouvelle-Aquitaine;31576
Dreux;28;Centre-Val de Loire;31575
Mont-de-Marsan;40;Nouvelle-Aquitaine;31517
Périgueux;24;Nouvelle-Aquitaine;31505
Vigneux-sur-Seine;91;Île-de-France;31488
L' Haÿ-les-Roses;94;Île-de-France;31416
Baie-Mahault;971;Guadeloupe;31338
Liévin;62;Hauts-de-France;31337
Goussainville;95;Île-de-France;31167
Lens;62;Hauts-de-France;31080
Viry-Châtillon;91;Île-de-France;30962
Lyon 2e Arrondissement;69;Auvergne-Rhône-Alpes;30857
Saint-Cloud;92;Île-de-France;30797
Charenton-le-Pont;94;Île-de-France;30793
Dieppe;76;Normandie;30588
Cachan;94;Île-de-France;30524
Vandœuvre-lès-Nancy;54;Grand Est;30502
Lyon 1er Arrondissement;69;Auvergne-Rhône-Alpes;30423
Aix-les-Bains;73;Auvergne-Rhône-Alpes;30377
Savigny-le-Temple;77;Île-de-France;30352
Malakoff;92;Île-de-France;30286
Rillieux-la-Pape;69;Auvergne-Rhône-Alpes;30275
Villemomble;93;Île-de-France;30227
Vienne;38;Auvergne-Rhône-Alpes;30178
Maubeuge;59;Hauts-de-France;29995
Clichy-sous-Bois;93;Île-de-France;29978
Orange;84;Provence-Alpes-Côte d'Azur;29856
Sotteville-lès-Rouen;76;Normandie;29766
Pierrefitte-sur-Seine;93;Île-de-France;29728
Herblay;95;Île-de-France;29614
Draveil;91;Île-de-France;29558
La Garenne-Colombes;92;Île-de-France;29503
Carpentras;84;Provence-Alpes-Côte d'Azur;29498
Soissons;02;Hauts-de-France;29417
Villiers-sur-Marne;94;Île-de-France;29407
Ermont;95;Île-de-France;29400
Thiais;94;Île-de-France;29295
Bezons;95;Île-de-France;29216
Le Plessis-Robinson;92;Île-de-France;29192
Saint-Étienne-du-Rouvray;76;Normandie;29180
Yerres;91;Île-de-France;29132
Grigny;91;Île-de-France;29118
Ris-Orangis;91;Île-de-France;29040
Menton;06;Provence-Alpes-Côte d'Azur;28942
Guyancourt;78;Île-de-France;28839
Saint-Laurent-du-Var;06;Provence-Alpes-Côte d'Azur;28831
Bois-Colombes;92;Île-de-France;28607
Le Chesnay;78;Île-de-France;28558
Saumur;49;Pays de la Loire;28554
Bourgoin-Jallieu;38;Auvergne-Rhône-Alpes;28399
Décines-Charpieu;69;Auvergne-Rhône-Alpes;28249
Bergerac;24;Nouvelle-Aquitaine;28166
Vanves;92;Île-de-France;28148
Agde;34;Occitanie;28120
Bègles;33;Nouvelle-Aquitaine;28092
Lambersart;59;Hauts-de-France;28027
Aurillac;15;Auvergne-Rhône-Alpes;27659
Saint-Sébastien-sur-Loire;44;Pays de la Loire;27591
Fresnes;94;Île-de-France;27556
Villiers-le-Bel;95;Île-de-France;27519
Illkirch-Graffenstaden;67;Grand Est;27505
Bussy-Saint-Georges;77;Île-de-France;27299
Alençon;61;Normandie;27221
Sannois;95;Île-de-France;27118
Vierzon;18;Centre-Val de Loire;27036
Le Gosier;971;Guadeloupe;27023
Tournefeuille;31;Occitanie;27008
Cavaillon;84;Provence-Alpes-Côte d'Azur;26985
Limeil-Brévannes;94;Île-de-France;26901
Saintes;17;Nouvelle-Aquitaine;26890
Oullins;69;Auvergne-Rhône-Alpes;26838
Vallauris;06;Provence-Alpes-Côte d'Azur;26787
Rambouillet;78;Île-de-France;26781
Kourou;973;Guyane;26726
Brétigny-sur-Orge;91;Île-de-France;26702
Sens;89;Bourgogne-Franche-Comté;26688
Romainville;93;Île-de-France;26640
Orvault;44;Pays de la Loire;26618
Sucy-en-Brie;94;Île-de-France;26575
Gonesse;95;Île-de-France;26556
Taverny;95;Île-de-France;26541
La Teste-de-Buch;33;Nouvelle-Aquitaine;26525
Brunoy;91;Île-de-France;26520
Villeparisis;77;Île-de-France;26507
Lunel;34;Occitanie;26263
Montfermeil;93;Île-de-France;26262
Hénin-Beaumont;62;Hauts-de-France;26260
Sèvremoine;49;Pays de la Loire;26239
Miramas;13;Provence-Alpes-Côte d'Azur;26217
Le Grand-Quevilly;76;Normandie;26175
Remire-Montjoly;973;Guyane;26170
Laon;02;Hauts-de-France;26031
Gradignan;33;Nouvelle-Aquitaine;26029
Montbéliard;25;Bourgogne-Franche-Comté;26015
Muret;31;Occitanie;25961
Élancourt;78;Île-de-France;25829
Béthune;62;Hauts-de-France;25753
Rodez;12;Occitanie;25747
Saint-Dizier;52;Grand Est;25666
La Garde;83;Provence-Alpes-Côte d'Azur;25645
Biarritz;64;Nouvelle-Aquitaine;25518
Eaubonne;95;Île-de-France;25514
Libourne;33;Nouvelle-Aquitaine;25491
Le Kremlin-Bicêtre;94;Île-de-France;25422
Armentières;59;Hauts-de-France;25373
Les Ulis;91;Île-de-France;25031
